id,comment,User  id,Photo id,created Timestamp,posted date,emoji used,Hashtags used count,
3815,or no pain at all,94,132,13-04-2023 08:04,Apr-14,yes,1,
3816,the architect of his labors,95,132,13-04-2023 08:04,Apr-14,no,3,
3817,as or whence,96,132,13-04-2023 08:04,Apr-14,yes,1,
3818,to pursue our pleasure,97,132,13-04-2023 08:04,Apr-14,no,2,
3819,does not prevent him from choosing,100,132,13-04-2023 08:04,Apr-14,no,4,
3820,let him flee whence he pleases,2,133,13-04-2023 08:04,Apr-14,yes,2,
3821,but I will come with hatred,5,133,13-04-2023 08:04,Apr-14,yes,1,
3822,it is either pain,6,133,13-04-2023 08:04,Apr-14,no,2,
3823,pleasure will happen to them,11,133,13-04-2023 08:04,Apr-14,yes,0,
3824,the pain is more severe than usual,14,133,13-04-2023 08:04,Apr-14,no,5,
3825,and the like is held as,16,133,13-04-2023 08:04,Apr-14,no,6,
3826,the easy pleasure of corruption,17,133,13-04-2023 08:04,Apr-14,yes,2,
3827,whence they are to be assumed,20,133,13-04-2023 08:04,Apr-14,yes,1,
3828,because you understand the pain,21,133,13-04-2023 08:04,Apr-14,no,3,
3829,and because of the times,24,133,13-04-2023 08:04,Apr-14,yes,1,
3830,who for,27,133,13-04-2023 08:04,Apr-14,no,2,
3831,any pleasure or,36,133,13-04-2023 08:04,Apr-14,no,4,
3832,which often,37,133,13-04-2023 08:04,Apr-14,yes,2,
3833,for times of pleasure,41,133,13-04-2023 08:04,Apr-14,yes,1,
3834,it will be the result of things,42,133,13-04-2023 08:04,Apr-14,no,2,
3835,is bound to be borne and,43,133,13-04-2023 08:04,Apr-14,yes,0,
3836,praise in the wise,47,133,13-04-2023 08:04,Apr-14,no,5,
3837,or something like that,54,133,13-04-2023 08:04,Apr-14,no,6,
3838,who caused all the trouble,57,133,13-04-2023 08:04,Apr-14,yes,2,
3839,let the distinction be abandoned,61,133,13-04-2023 08:04,Apr-14,yes,1,
3840,needs which,63,133,13-04-2023 08:04,Apr-14,no,3,
3841,where do you get the architect?,65,133,13-04-2023 08:04,Apr-14,yes,1,
3842,and not by reason,66,133,13-04-2023 08:04,Apr-14,no,2,
3843,or he flees by law,67,133,13-04-2023 08:04,Apr-14,no,4,
3844,pleasures which pleasures,70,133,13-04-2023 08:04,Apr-14,yes,2,
3845,we accuse pleasure is held,71,133,13-04-2023 08:04,Apr-14,yes,1,
3846,I will explain the duties,75,133,13-04-2023 08:04,Apr-14,no,2,
3847,who all pain,76,133,13-04-2023 08:04,Apr-14,yes,0,
3848,for most pain,78,133,13-04-2023 08:04,Apr-14,no,5,
3849,as pleasure who,84,133,13-04-2023 08:04,Apr-14,no,6,
3850,any architect of interest,91,133,13-04-2023 08:04,Apr-14,yes,2,
3851,there are some,94,133,13-04-2023 08:04,Apr-14,yes,1,
3852,pleasure in other duties,96,133,13-04-2023 08:04,Apr-14,no,3,
3853,and hatred of them,98,133,13-04-2023 08:04,Apr-14,yes,1,
3854,he fled most happily,3,134,13-04-2023 08:04,Apr-14,no,2,
3855,let it be his pardon,5,134,13-04-2023 08:04,Apr-14,no,4,
3856,blinded by the truth and the like,12,134,13-04-2023 08:04,Apr-14,yes,2,
3857,the pleasure of things,14,134,13-04-2023 08:04,Apr-14,yes,1,
3858,he hates it,15,134,13-04-2023 08:04,Apr-14,no,2,
3859,because of the refusal of the praisers,21,134,13-04-2023 08:04,Apr-14,yes,0,
3860,pleasure from trouble,22,134,13-04-2023 08:04,Apr-14,no,5,
3861,they succeed them,24,134,13-04-2023 08:04,Apr-14,no,6,
3862,the pleasures of guilt or,36,134,13-04-2023 08:04,Apr-14,yes,2,
3863,nothing for him,37,134,13-04-2023 08:04,Apr-14,yes,1,
3864,or something of the body,41,134,13-04-2023 08:04,Apr-14,no,3,
3865,We accuse him of running away from life,46,134,13-04-2023 08:04,Apr-14,yes,1,
3866,let there be some truth,50,134,13-04-2023 08:04,Apr-14,no,2,
3867,the laborious pleasure of things,52,134,13-04-2023 08:04,Apr-14,no,4,
3868,who and at what time?,54,134,13-04-2023 08:04,Apr-14,yes,2,
3869,and let them be with labor,57,134,13-04-2023 08:04,Apr-14,yes,1,
3870,but who else,66,134,13-04-2023 08:04,Apr-14,no,2,
3871,the result of the needs of the mind,71,134,13-04-2023 08:04,Apr-14,yes,0,
3872,because they achieve pleasures,75,134,13-04-2023 08:04,Apr-14,no,5,
3873,the distinction between,76,134,13-04-2023 08:04,Apr-14,no,6,
3874,and the whole of it,84,134,13-04-2023 08:04,Apr-14,yes,2,
3875,neither things nor duties,87,134,13-04-2023 08:04,Apr-14,yes,1,
3876,how do you like him?,91,134,13-04-2023 08:04,Apr-14,no,3,
3877,the distinction between that and that,100,134,13-04-2023 08:04,Apr-14,yes,1,
3878,little truth here,2,135,13-04-2023 08:04,Apr-14,no,2,
3879,but pain with desire,3,135,13-04-2023 08:04,Apr-14,no,4,
3880,Resilience is itself,5,135,13-04-2023 08:04,Apr-14,yes,2,
3881,they fall from pleasures,6,135,13-04-2023 08:04,Apr-14,yes,1,
3882,to put them in,9,135,13-04-2023 08:04,Apr-14,no,2,
3883,which pains to bear,14,135,13-04-2023 08:04,Apr-14,yes,0,
3884,to make them succeed,17,135,13-04-2023 08:04,Apr-14,no,5,
3885,which ways neither,21,135,13-04-2023 08:04,Apr-14,no,6,
3886,pains in and,24,135,13-04-2023 08:04,Apr-14,yes,2,
3887,all pains and pleasures,27,135,13-04-2023 08:04,Apr-14,yes,1,
3888,"and to some, nothing",35,135,13-04-2023 08:04,Apr-14,no,3,
3889,he does not repel wisely,36,135,13-04-2023 08:04,Apr-14,yes,1,
3890,I will forgive the smallest of truths,41,135,13-04-2023 08:04,Apr-14,no,2,
3891,he hates the pleasures of truth,44,135,13-04-2023 08:04,Apr-14,no,4,
3892,all because said,47,135,13-04-2023 08:04,Apr-14,yes,2,
3893,He criticized the matter and,54,135,13-04-2023 08:04,Apr-14,yes,1,
3894,no one can find praisers,56,135,13-04-2023 08:04,Apr-14,no,2,
3895,He wants to gain pain,57,135,13-04-2023 08:04,Apr-14,yes,0,
3896,all the most valuable ones,60,135,13-04-2023 08:04,Apr-14,no,5,
3897,"He wants you to understand, not",66,135,13-04-2023 08:04,Apr-14,no,6,
3898,they must be a matter of reason,69,135,13-04-2023 08:04,Apr-14,yes,2,
3899,We charge and release,70,135,13-04-2023 08:04,Apr-14,yes,1,
3900,either himself or,71,135,13-04-2023 08:04,Apr-14,no,3,
3901,itself or by reason,73,135,13-04-2023 08:04,Apr-14,yes,1,
3902,let him be who he is,75,135,13-04-2023 08:04,Apr-14,no,2,
3903,or the pleasure of pleasures,76,135,13-04-2023 08:04,Apr-14,no,4,
3904,but small and,82,135,13-04-2023 08:04,Apr-14,yes,2,
3905,it must be laborious,91,135,13-04-2023 08:04,Apr-14,yes,1,
3906,the results of the labors,93,135,13-04-2023 08:04,Apr-14,no,2,
3907,and get pleasure from it,98,135,13-04-2023 08:04,Apr-14,yes,0,
3908,and we lead hinders,5,136,13-04-2023 08:04,Apr-14,no,5,
3909,finding out where to be,9,136,13-04-2023 08:04,Apr-14,no,6,
3910,therefore to be in pain,13,136,13-04-2023 08:04,Apr-14,yes,2,
3911,other pleasure pleasure,14,136,13-04-2023 08:04,Apr-14,yes,1,
3912,in wise resilience,16,136,13-04-2023 08:04,Apr-14,no,3,
3913,they take care of him,19,136,13-04-2023 08:04,Apr-14,yes,1,
3914,we can be softened or,21,136,13-04-2023 08:04,Apr-14,no,2,
3915,flight from which resilience,24,136,13-04-2023 08:04,Apr-14,no,4,
3916,and and needs,30,136,13-04-2023 08:04,Apr-14,yes,2,
3917,I will come often,36,136,13-04-2023 08:04,Apr-14,yes,1,
3918,you see not where,40,136,13-04-2023 08:04,Apr-14,no,2,
3919,and the necessity of those times,41,136,13-04-2023 08:04,Apr-14,yes,0,
3920,but to choose the great,54,136,13-04-2023 08:04,Apr-14,no,5,
3921,please some of the accusers,56,136,13-04-2023 08:04,Apr-14,no,6,
3922,We accuse pleasures of trouble,57,136,13-04-2023 08:04,Apr-14,yes,2,
3923,fall and be repelled,61,136,13-04-2023 08:04,Apr-14,yes,1,
3924,or the corrupt corrupt,62,136,13-04-2023 08:04,Apr-14,no,3,
3925,it is a matter of convenience,63,136,13-04-2023 08:04,Apr-14,yes,1,
3926,He will criticize the whole thing,65,136,13-04-2023 08:04,Apr-14,no,2,
3927,and it is bound to happen,66,136,13-04-2023 08:04,Apr-14,no,4,
3928,to soften the pain a little,70,136,13-04-2023 08:04,Apr-14,yes,2,
3929,who pleases us,71,136,13-04-2023 08:04,Apr-14,yes,1,
3930,born in,73,136,13-04-2023 08:04,Apr-14,no,2,
3931,flight with pleasure or,75,136,13-04-2023 08:04,Apr-14,yes,0,
3932,a often advantageous,76,136,13-04-2023 08:04,Apr-14,no,5,
3933,they provide and the most,79,136,13-04-2023 08:04,Apr-14,no,6,
3934,by the right of all praisers,84,136,13-04-2023 08:04,Apr-14,yes,2,
3935,whosoever will please,91,136,13-04-2023 08:04,Apr-14,yes,1,
3936,error here error,93,136,13-04-2023 08:04,Apr-14,no,3,
3937,therefore what,94,136,13-04-2023 08:04,Apr-14,yes,1,
3938,with the pleasure of flattery,96,136,13-04-2023 08:04,Apr-14,no,2,
3939,the pains of life,97,136,13-04-2023 08:04,Apr-14,no,4,
3940,it will cause pain,99,136,13-04-2023 08:04,Apr-14,yes,2,
3941,life as often,100,136,13-04-2023 08:04,Apr-14,yes,1,
3942,as if pain did not,4,137,13-04-2023 08:04,Apr-14,no,2,
3943,the pain of refusing it,5,137,13-04-2023 08:04,Apr-14,yes,0,
3944,at the time that is,8,137,13-04-2023 08:04,Apr-14,no,5,
3945,I will explain it,10,137,13-04-2023 08:04,Apr-14,no,6,
3946,and it will follow from it,14,137,13-04-2023 08:04,Apr-14,yes,2,
3947,and from herself,20,137,13-04-2023 08:04,Apr-14,yes,1,
3948,and from pleasure,21,137,13-04-2023 08:04,Apr-14,no,3,
3949,pain and such,24,137,13-04-2023 08:04,Apr-14,yes,1,
3950,a great thing that,31,137,13-04-2023 08:04,Apr-14,no,2,
3951,pleasure often excepted,33,137,13-04-2023 08:04,Apr-14,no,4,
3952,we can and,35,137,13-04-2023 08:04,Apr-14,yes,2,
3953,He is hard pressed to endure,36,137,13-04-2023 08:04,Apr-14,yes,1,
3954,we will explain them,41,137,13-04-2023 08:04,Apr-14,no,2,
3955,never than to do,43,137,13-04-2023 08:04,Apr-14,yes,0,
3956,get born blind,48,137,13-04-2023 08:04,Apr-14,no,5,
3957,but I will explain the pains,54,137,13-04-2023 08:04,Apr-14,no,6,
3958,be born or who,57,137,13-04-2023 08:04,Apr-14,yes,2,
3959,it is bound by law,60,137,13-04-2023 08:04,Apr-14,yes,1,
3960,every wish is expedient,61,137,13-04-2023 08:04,Apr-14,no,3,
3961,but let them be in pain,66,137,13-04-2023 08:04,Apr-14,yes,1,
3962,they do not know the times,71,137,13-04-2023 08:04,Apr-14,no,2,
3963,the error of rejecting,72,137,13-04-2023 08:04,Apr-14,no,4,
3964,I will come to your advantage,75,137,13-04-2023 08:04,Apr-14,yes,2,
3965,or as if you should,76,137,13-04-2023 08:04,Apr-14,yes,1,
3966,because with desire and,78,137,13-04-2023 08:04,Apr-14,no,2,
3967,no one should be repelled,79,137,13-04-2023 08:04,Apr-14,yes,0,
3968,it is adapted to the needs of things,91,137,13-04-2023 08:04,Apr-14,no,5,
3969,pain of these because,92,137,13-04-2023 08:04,Apr-14,no,6,
3970,pains or right,94,137,13-04-2023 08:04,Apr-14,yes,2,
3971,by rejecting him,5,138,13-04-2023 08:04,Apr-14,yes,1,
3972,or all none,6,138,13-04-2023 08:04,Apr-14,no,3,
3973,hate that,12,138,13-04-2023 08:04,Apr-14,yes,1,
3974,every little pain,14,138,13-04-2023 08:04,Apr-14,no,2,
3975,hatred will be followed by pain,20,138,13-04-2023 08:04,Apr-14,no,4,
3976,I will explain the exercise,21,138,13-04-2023 08:04,Apr-14,yes,2,
3977,is bound to provide and,24,138,13-04-2023 08:04,Apr-14,yes,1,
3978,to understand the pain,28,138,13-04-2023 08:04,Apr-14,no,2,
3979,the pain of the accusers and,36,138,13-04-2023 08:04,Apr-14,yes,0,
3980,they result either from the body,37,138,13-04-2023 08:04,Apr-14,no,5,
3981,for those who suffer,39,138,13-04-2023 08:04,Apr-14,no,6,
3982,I will forgive you,41,138,13-04-2023 08:04,Apr-14,yes,2,
3983,to endure as,42,138,13-04-2023 08:04,Apr-14,yes,1,
3984,They are in pain,50,138,13-04-2023 08:04,Apr-14,no,3,
3985,because not them,54,138,13-04-2023 08:04,Apr-14,yes,1,
3986,not by law,56,138,13-04-2023 08:04,Apr-14,no,2,
3987,troubles follow them,57,138,13-04-2023 08:04,Apr-14,no,4,
3988,than he is mistaken,63,138,13-04-2023 08:04,Apr-14,yes,2,
3989,He reproached her with lust,66,138,13-04-2023 08:04,Apr-14,yes,1,
3990,they fall upon the pleasures of the discerning,71,138,13-04-2023 08:04,Apr-14,no,2,
3991,and no one,72,138,13-04-2023 08:04,Apr-14,yes,0,
3992,to go on and on,73,138,13-04-2023 08:04,Apr-14,no,5,
3993,let nothing escape,75,138,13-04-2023 08:04,Apr-14,no,6,
3994,and whom to,76,138,13-04-2023 08:04,Apr-14,yes,2,
3995,the pain of the soul flees,85,138,13-04-2023 08:04,Apr-14,yes,1,
3996,otherwise there is nothing,91,138,13-04-2023 08:04,Apr-14,no,3,
3997,she herself,92,138,13-04-2023 08:04,Apr-14,yes,1,
3998,this time will result,97,138,13-04-2023 08:04,Apr-14,no,2,
3999,but the pain,2,139,13-04-2023 08:04,Apr-14,no,4,
4000,and where,5,139,13-04-2023 08:04,Apr-14,yes,2,
4001,let any man be spared the praisers,8,139,13-04-2023 08:04,Apr-14,yes,1,
4002,to follow,11,139,13-04-2023 08:04,Apr-14,no,2,
4003,we can have all of it,14,139,13-04-2023 08:04,Apr-14,yes,0,
4004,it repels it,16,139,13-04-2023 08:04,Apr-14,no,5,
4005,he seeks to reject it,19,139,13-04-2023 08:04,Apr-14,no,6,
4006,the pleasure of things is pain,20,139,13-04-2023 08:04,Apr-14,yes,2,
4007,they provide him with the loose,21,139,13-04-2023 08:04,Apr-14,yes,1,
4008,it will happen who will be born,24,139,13-04-2023 08:04,Apr-14,no,3,
4009,he wants to and but,30,139,13-04-2023 08:04,Apr-14,yes,1,
4010,and the distinction,32,139,13-04-2023 08:04,Apr-14,no,2,
4011,that is not,36,139,13-04-2023 08:04,Apr-14,no,4,
4012,of the great accusers,40,139,13-04-2023 08:04,Apr-14,yes,2,
4013,he undertakes any laborious work,41,139,13-04-2023 08:04,Apr-14,yes,1,
4014,a or as if,54,139,13-04-2023 08:04,Apr-14,no,2,
4015,but with labor,57,139,13-04-2023 08:04,Apr-14,yes,0,
4016,He is bound by the pleasure of these,65,139,13-04-2023 08:04,Apr-14,no,5,
4017,it will happen and be free,66,139,13-04-2023 08:04,Apr-14,no,6,
4018,she either,71,139,13-04-2023 08:04,Apr-14,yes,2,
4019,that is what he receives,73,139,13-04-2023 08:04,Apr-14,yes,1,
4020,the pains which,75,139,13-04-2023 08:04,Apr-14,no,3,
4021,which with these,76,139,13-04-2023 08:04,Apr-14,yes,1,
4022,the whole of the elders were softened,78,139,13-04-2023 08:04,Apr-14,no,2,
4023,fault with easy work,91,139,13-04-2023 08:04,Apr-14,no,4,
4024,for neither herself nor,96,139,13-04-2023 08:04,Apr-14,yes,2,
4025,when ours never,5,140,13-04-2023 08:04,Apr-14,yes,1,
4026,it is and you must,9,140,13-04-2023 08:04,Apr-14,no,2,
4027,his him them,12,140,13-04-2023 08:04,Apr-14,yes,0,
4028,in which pain,14,140,13-04-2023 08:04,Apr-14,no,5,
4029,and let them be pleasures,15,140,13-04-2023 08:04,Apr-14,no,6,
4030,it is true,20,140,13-04-2023 08:04,Apr-14,yes,2,
4031,who ran away blinded,21,140,13-04-2023 08:04,Apr-14,yes,1,
4032,but let them be,24,140,13-04-2023 08:04,Apr-14,no,3,
4033,that thing and,26,140,13-04-2023 08:04,Apr-14,yes,1,
4034,no one will pursue them,28,140,13-04-2023 08:04,Apr-14,no,2,
4035,I hate to see them,30,140,13-04-2023 08:04,Apr-14,no,4,
4036,present pains and,33,140,13-04-2023 08:04,Apr-14,yes,2,
4037,or they provide ways,36,140,13-04-2023 08:04,Apr-14,yes,1,
4038,but to follow them,39,140,13-04-2023 08:04,Apr-14,no,2,
4039,and the pain itself,41,140,13-04-2023 08:04,Apr-14,yes,0,
4040,for it is a consequence,44,140,13-04-2023 08:04,Apr-14,no,5,
4041,to accept gentle flattery,50,140,13-04-2023 08:04,Apr-14,no,6,
4042,I will explain the facts,54,140,13-04-2023 08:04,Apr-14,yes,2,
4043,I choose that pleasure,57,140,13-04-2023 08:04,Apr-14,yes,1,
4044,they refuse to refuse him,62,140,13-04-2023 08:04,Apr-14,no,3,
4045,"Indeed, you can see the pain",63,140,13-04-2023 08:04,Apr-14,yes,1,
4046,the whole way,65,140,13-04-2023 08:04,Apr-14,no,2,
4047,it is a matter of pleasure,66,140,13-04-2023 08:04,Apr-14,no,4,
4048,for nothing,67,140,13-04-2023 08:04,Apr-14,yes,2,
4049,for refusing to bear it,71,140,13-04-2023 08:04,Apr-14,yes,1,
4050,no big deal,75,140,13-04-2023 08:04,Apr-14,no,2,
4051,it will happen to every body,76,140,13-04-2023 08:04,Apr-14,yes,0,
4052,a wise architect,84,140,13-04-2023 08:04,Apr-14,no,5,
4053,let him be the one who cares,91,140,13-04-2023 08:04,Apr-14,no,6,
4054,or at least,97,140,13-04-2023 08:04,Apr-14,yes,2,
4055,and the smallest in,99,140,13-04-2023 08:04,Apr-14,yes,1,
4056,who who from,2,141,13-04-2023 08:04,Apr-14,no,3,
4057,and the like of these which,4,141,13-04-2023 08:04,Apr-14,yes,1,
4058,because of the pains of the soul,5,141,13-04-2023 08:04,Apr-14,no,2,
4059,His love is ours,11,141,13-04-2023 08:04,Apr-14,no,4,
4060,those and similar troubles,12,141,13-04-2023 08:04,Apr-14,yes,2,
4061,to all consequences,13,141,13-04-2023 08:04,Apr-14,yes,1,
4062,it takes him back,14,141,13-04-2023 08:04,Apr-14,no,2,
4063,it takes a way to,15,141,13-04-2023 08:04,Apr-14,yes,0,
4064,He is the one who receives it,17,141,13-04-2023 08:04,Apr-14,no,5,
4065,to receive pleasure,20,141,13-04-2023 08:04,Apr-14,no,6,
4066,but his eyes were darkened,21,141,13-04-2023 08:04,Apr-14,yes,2,
4067,pleasures are said here,22,141,13-04-2023 08:04,Apr-14,yes,1,
4068,and they provide for that fault,24,141,13-04-2023 08:04,Apr-14,no,3,
4069,no one is bound to criticize,26,141,13-04-2023 08:04,Apr-14,yes,1,
4070,the result of hatred of pleasures,28,141,13-04-2023 08:04,Apr-14,no,2,
4071,it should be borne in mind,33,141,13-04-2023 08:04,Apr-14,no,4,
4072,or chosen elders,36,141,13-04-2023 08:04,Apr-14,yes,2,
4073,but he wants the most worthy,41,141,13-04-2023 08:04,Apr-14,yes,1,
4074,ways and but,54,141,13-04-2023 08:04,Apr-14,no,2,
4075,are free and,57,141,13-04-2023 08:04,Apr-14,yes,0,
4076,the very smallest thing,60,141,13-04-2023 08:04,Apr-14,no,5,
4077,let them be darkened further,66,141,13-04-2023 08:04,Apr-14,no,6,
4078,ease the pains of guilt,71,141,13-04-2023 08:04,Apr-14,yes,2,
4079,trouble to often,75,141,13-04-2023 08:04,Apr-14,yes,1,
4080,and it shall come to pass that they praise,76,141,13-04-2023 08:04,Apr-14,no,3,
4081,at the time that something,84,141,13-04-2023 08:04,Apr-14,yes,1,
4082,that as an advantage,91,141,13-04-2023 08:04,Apr-14,no,2,
4083,and get because,96,141,13-04-2023 08:04,Apr-14,no,4,
4084,or laborious to choose,4,142,13-04-2023 08:04,Apr-14,yes,2,
4085,We can do it right,5,142,13-04-2023 08:04,Apr-14,yes,1,
4086,for every one is asperated,11,142,13-04-2023 08:04,Apr-14,no,2,
4087,free indeed,14,142,13-04-2023 08:04,Apr-14,yes,0,
4088,and with what hinders,21,142,13-04-2023 08:04,Apr-14,no,5,
4089,and the whole because,22,142,13-04-2023 08:04,Apr-14,no,6,
4090,times and not,24,142,13-04-2023 08:04,Apr-14,yes,2,
4091,to be repulsed in the smallest way,33,142,13-04-2023 08:04,Apr-14,yes,1,
4092,I will open it with hate,36,142,13-04-2023 08:04,Apr-14,no,3,
4093,as I will explain it,41,142,13-04-2023 08:04,Apr-14,yes,1,
4094,let him seek the pleasure of the gentle,42,142,13-04-2023 08:04,Apr-14,no,2,
4095,to reject those who are just,44,142,13-04-2023 08:04,Apr-14,no,4,
4096,not mind them,52,142,13-04-2023 08:04,Apr-14,yes,2,
4097,He blamed her for the trouble,54,142,13-04-2023 08:04,Apr-14,yes,1,
4098,we lead only by flattery,55,142,13-04-2023 08:04,Apr-14,no,2,
4099,or else get it,56,142,13-04-2023 08:04,Apr-14,yes,0,
4100,and what pleasure,57,142,13-04-2023 08:04,Apr-14,no,5,
4101,and pain that he receives,66,142,13-04-2023 08:04,Apr-14,no,6,
4102,they provide for the weather,67,142,13-04-2023 08:04,Apr-14,yes,2,
4103,born of rejection itself,70,142,13-04-2023 08:04,Apr-14,yes,1,
4104,and of the snacks,71,142,13-04-2023 08:04,Apr-14,no,3,
4105,because she rejected it,75,142,13-04-2023 08:04,Apr-14,yes,1,
4106,We accuse him of bodily harm,76,142,13-04-2023 08:04,Apr-14,no,2,
4107,who see the matter,84,142,13-04-2023 08:04,Apr-14,no,4,
4108,and no one but,91,142,13-04-2023 08:04,Apr-14,yes,2,
4109,exercise should be done,92,142,13-04-2023 08:04,Apr-14,yes,1,
4110,and it is ours,96,142,13-04-2023 08:04,Apr-14,no,2,
4111,they are not run away,99,142,13-04-2023 08:04,Apr-14,yes,0,
4112,but let it be corrupted,3,143,13-04-2023 08:04,Apr-14,no,5,
4113,any pleasure in duties,5,143,13-04-2023 08:04,Apr-14,no,6,
4114,they forsake the pleasure of their duties,8,143,13-04-2023 08:04,Apr-14,yes,2,
4115,the reason of the inventor is asperated,9,143,13-04-2023 08:04,Apr-14,yes,1,
4116,every advantage to follow,13,143,13-04-2023 08:04,Apr-14,no,3,
4117,and we can have them,14,143,13-04-2023 08:04,Apr-14,yes,1,
4118,flight is a mistake,16,143,13-04-2023 08:04,Apr-14,no,2,
4119,because you must,17,143,13-04-2023 08:04,Apr-14,no,4,
4120,or in ad,21,143,13-04-2023 08:04,Apr-14,yes,2,
4121,often blinded by pleasure,24,143,13-04-2023 08:04,Apr-14,yes,1,
4122,most likely it will be spawned,36,143,13-04-2023 08:04,Apr-14,no,2,
4123,He will criticize the elders less,39,143,13-04-2023 08:04,Apr-14,yes,0,
4124,It drives a lot of things,41,143,13-04-2023 08:04,Apr-14,no,5,
4125,let them be further,42,143,13-04-2023 08:04,Apr-14,no,6,
4126,to be followed,46,143,13-04-2023 08:04,Apr-14,yes,2,
4127,and unless the matter,47,143,13-04-2023 08:04,Apr-14,yes,1,
4128,which no one follows,48,143,13-04-2023 08:04,Apr-14,no,3,
4129,I will come to this flight,50,143,13-04-2023 08:04,Apr-14,yes,1,
4130,follow from them,54,143,13-04-2023 08:04,Apr-14,no,2,
4131,let him run away and often,56,143,13-04-2023 08:04,Apr-14,no,4,
4132,or as pain,57,143,13-04-2023 08:04,Apr-14,yes,2,
4133,himself or the most worthy,62,143,13-04-2023 08:04,Apr-14,yes,1,
4134,which is the distinction itself,63,143,13-04-2023 08:04,Apr-14,no,2,
4135,do not see the blessed,66,143,13-04-2023 08:04,Apr-14,yes,0,
4136,or to some of the labors,67,143,13-04-2023 08:04,Apr-14,no,5,
4137,and the pleasure which,69,143,13-04-2023 08:04,Apr-14,no,6,
4138,they must be repulsed,71,143,13-04-2023 08:04,Apr-14,yes,2,
4139,because he is older,72,143,13-04-2023 08:04,Apr-14,yes,1,
4140,they leave most of their needs,73,143,13-04-2023 08:04,Apr-14,no,3,
4141,pleasure as you owe,75,143,13-04-2023 08:04,Apr-14,yes,1,
4142,to receive hatred from,76,143,13-04-2023 08:04,Apr-14,no,2,
4143,convenient for us who,82,143,13-04-2023 08:04,Apr-14,no,4,
4144,we can have any wise man,84,143,13-04-2023 08:04,Apr-14,yes,2,
4145,as if to do,91,143,13-04-2023 08:04,Apr-14,yes,1,
4146,whatever needs something,92,143,13-04-2023 08:04,Apr-14,no,2,
4147,just bodily pleasure,94,143,13-04-2023 08:04,Apr-14,yes,0,
4148,the pains were resolved,5,144,13-04-2023 08:04,Apr-14,no,5,
4149,loose that which follows,8,144,13-04-2023 08:04,Apr-14,no,6,
4150,but for that reason too,9,144,13-04-2023 08:04,Apr-14,yes,2,
4151,who fall into the body,14,144,13-04-2023 08:04,Apr-14,yes,1,
4152,at that and,21,144,13-04-2023 08:04,Apr-14,no,3,
4153,they don't know how to do it,24,144,13-04-2023 08:04,Apr-14,yes,1,
4154,no need for that,31,144,13-04-2023 08:04,Apr-14,no,2,
4155,easy flight of rougher ones,36,144,13-04-2023 08:04,Apr-14,no,4,
4156,bearing and as it were,38,144,13-04-2023 08:04,Apr-14,yes,2,
4157,the distinction is just them,41,144,13-04-2023 08:04,Apr-14,yes,1,
4158,it takes place here and there,50,144,13-04-2023 08:04,Apr-14,no,2,
4159,but they mostly fall,54,144,13-04-2023 08:04,Apr-14,yes,0,
4160,or he hates pain,57,144,13-04-2023 08:04,Apr-14,no,5,
4161,let it be just,63,144,13-04-2023 08:04,Apr-14,no,6,
4162,rejecting the architect of things,66,144,13-04-2023 08:04,Apr-14,yes,2,
4163,great and spirited,71,144,13-04-2023 08:04,Apr-14,yes,1,
4164,said services but,75,144,13-04-2023 08:04,Apr-14,no,3,
4165,born of blissful pleasures,76,144,13-04-2023 08:04,Apr-14,yes,1,
4166,"and it is, let it be",78,144,13-04-2023 08:04,Apr-14,no,2,
4167,the roughest of all life,91,144,13-04-2023 08:04,Apr-14,no,4,
4168,from unless and,95,144,13-04-2023 08:04,Apr-14,yes,2,
4169,there are some times,97,144,13-04-2023 08:04,Apr-14,yes,1,
4170,the duties of electing them,98,144,13-04-2023 08:04,Apr-14,no,2,
4171,the very pleasure of bliss,5,145,13-04-2023 08:04,Apr-14,yes,0,
4172,be pain or,11,145,13-04-2023 08:04,Apr-14,no,5,
4173,times of hardships and pleasures,14,145,13-04-2023 08:04,Apr-14,no,6,
4174,in time we accuse the truth,21,145,13-04-2023 08:04,Apr-14,yes,2,
4175,we are leading the most,24,145,13-04-2023 08:04,Apr-14,yes,1,
4176,by the labor of finding them,36,145,13-04-2023 08:04,Apr-14,no,3,
4177,times of trouble will result,37,145,13-04-2023 08:04,Apr-14,yes,1,
4178,I hate to explain,39,145,13-04-2023 08:04,Apr-14,no,2,
4179,and every ad,41,145,13-04-2023 08:04,Apr-14,no,4,
4180,He hates trouble,43,145,13-04-2023 08:04,Apr-14,yes,2,
4181,it is the pain of discomfort,46,145,13-04-2023 08:04,Apr-14,yes,1,
4182,the laborious life of the darkened,52,145,13-04-2023 08:04,Apr-14,no,2,
4183,to assume the duties he pleases,54,145,13-04-2023 08:04,Apr-14,yes,0,
4184,it is for us,57,145,13-04-2023 08:04,Apr-14,no,5,
4185,to criticize the truth,60,145,13-04-2023 08:04,Apr-14,no,6,
4186,you can see and and,66,145,13-04-2023 08:04,Apr-14,yes,2,
4187,or pleasure itself,69,145,13-04-2023 08:04,Apr-14,yes,1,
4188,we lead to the hindrance,71,145,13-04-2023 08:04,Apr-14,no,3,
4189,any or all,75,145,13-04-2023 08:04,Apr-14,yes,1,
4190,to reject it,76,145,13-04-2023 08:04,Apr-14,no,2,
4191,their duties fall upon them,84,145,13-04-2023 08:04,Apr-14,no,4,
